# Constructed from biom file
#OTU ID	1111-ITS	1112-ITS	1113-ITS	1121-ITS	1122-ITS	1123-ITS	1131-ITS	1132-ITS	1133-ITS	1211-ITS	1212-ITS	1213-ITS	1221-ITS	1222-ITS	1223-ITS	1231-ITS	1232-ITS	1233-ITS	1311-ITS	1312-ITS	1313-ITS	1321-ITS	1322-ITS	1323-ITS	1331-ITS	1332-ITS	1333-ITS	2111-ITS	2112-ITS	2113-ITS	2121-ITS	2122-ITS	2123-ITS	2131-ITS	2132-ITS	2133-ITS	2211-ITS	2212-ITS	2213-ITS	2221-ITS	2222-ITS	2223-ITS	2231-ITS	2232-ITS	2233-ITS	2311-ITS	2313-ITS	2323-ITS	2331-ITS	2332-ITS	3111-ITS	3112-ITS	3113-ITS	3121-ITS	3122-ITS	3123-ITS	3131-ITS	3132-ITS	3133-ITS	3211-ITS	3212-ITS	3213-ITS	3221-ITS	3222-ITS	3223-ITS	3231-ITS	3232-ITS	3233-ITS	3311-ITS	3312-ITS	3313-ITS	3321-ITS	3322-ITS	3323-ITS	3331-ITS	3332-ITS	3333-ITS
49e7c9b641f9d8a19402ffa8d3fd6efa	3307.0	3310.0	1412.0	0.0	701.0	70.0	499.0	111.0	4378.0	0.0	0.0	0.0	56.0	0.0	929.0	1972.0	127.0	0.0	311.0	0.0	0.0	0.0	993.0	0.0	20.0	0.0	0.0	230.0	118.0	920.0	0.0	0.0	0.0	668.0	569.0	372.0	173.0	43.0	1308.0	0.0	132.0	69.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	5801.0	2344.0	2656.0	4137.0	0.0	27.0	168.0	42.0	199.0	47.0	380.0	45.0	161.0	1042.0	191.0	623.0	1641.0	142.0	1677.0	80.0	1949.0	202.0	388.0	32.0	452.0	134.0
7c0206c4273d0b4b1c9639ca9aa73e9e	0.0	0.0	0.0	0.0	81.0	7.0	36.0	54.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	25378.0	598.0	39.0	92.0	0.0	0.0	36.0	7.0	7.0	33.0	0.0	0.0	94.0	30.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	157.0	96.0	44.0	118.0	32.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0
d251f48a21daf5ec122da13e43e60f75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	1358.0	26149.0	0.0	0.0	0.0
b0a0a37cb8a853a5c9aff8433fe587f9	1195.0	2133.0	525.0	491.0	0.0	279.0	16.0	51.0	668.0	0.0	53.0	0.0	0.0	0.0	850.0	0.0	640.0	4817.0	0.0	434.0	48.0	0.0	8505.0	1693.0	931.0	0.0	45.0	2390.0	281.0	150.0	0.0	0.0	0.0	760.0	131.0	0.0	296.0	434.0	37.0	2110.0	0.0	1017.0	361.0	0.0	64.0	25.0	11.0	1564.0	0.0	35.0	115.0	1690.0	1722.0	509.0	216.0	0.0	0.0	0.0	0.0	37.0	574.0	347.0	69.0	1112.0	411.0	217.0	0.0	2919.0	0.0	125.0	743.0	4879.0	208.0	120.0	734.0	184.0	0.0
32553e7d2f26e3ceb443670b586ffbc4	769.0	200.0	360.0	0.0	161.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	28.0	150.0	131.0	326.0	0.0	125.0	0.0	458.0	1442.0	2404.0	9.0	487.0	1873.0	261.0	508.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2872.0	650.0	563.0	1900.0	18.0	771.0	923.0	376.0	1847.0	789.0	730.0	286.0	31.0	852.0	288.0	615.0	1095.0	48.0	0.0	0.0	280.0	29.0	73.0	0.0	2283.0	49.0
d4010f8322e7390df35528d2c29f6de3	52.0	227.0	362.0	430.0	1406.0	621.0	0.0	0.0	12.0	0.0	1302.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	41.0	105.0	0.0	307.0	158.0	107.0	0.0	5.0	0.0	129.0	7.0	0.0	402.0	140.0	0.0	130.0	10.0	0.0	356.0	7.0	0.0	80.0	122.0	215.0	169.0	204.0	0.0	353.0	50.0	71.0	229.0	1190.0	1967.0	0.0	1779.0	77.0	1952.0	1043.0	249.0	209.0	2488.0	3769.0	942.0	658.0	10.0	1407.0	1366.0	154.0	129.0	0.0	645.0	518.0	41.0
c662905c6b567c3f51f445e47538b4ad	590.0	64.0	71.0	0.0	873.0	0.0	35.0	48.0	0.0	3745.0	100.0	0.0	25.0	587.0	60.0	51.0	0.0	0.0	8981.0	151.0	55.0	0.0	0.0	0.0	0.0	14.0	133.0	0.0	0.0	0.0	0.0	1331.0	70.0	0.0	17.0	0.0	92.0	855.0	16.0	28.0	50.0	75.0	69.0	1337.0	142.0	18.0	533.0	0.0	67.0	4.0	0.0	18.0	10.0	2535.0	532.0	178.0	189.0	802.0	56.0	519.0	6.0	293.0	0.0	0.0	23.0	848.0	92.0	102.0	0.0	31.0	169.0	2.0	0.0	12.0	254.0	3868.0	4348.0
f06f746c1196a092f2f1c771d455870c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	25637.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ee7fd51ff82a5ce97b2bf7cf566a31db	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2917.0	0.0	0.0	0.0	9931.0	0.0	0.0	378.0	1184.0	11490.0	39.0	170.0	14.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667c94341323db19da5c3a36ed32378a	0.0	0.0	0.0	0.0	0.0	43.0	0.0	1305.0	0.0	446.0	50.0	265.0	44.0	3322.0	67.0	3366.0	246.0	5224.0	981.0	618.0	267.0	4309.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	18.0	0.0	203.0	40.0	7944.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	91.0	596.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2557.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c48bd64f9144e0dc9fc1727e60158c8a	0.0	0.0	0.0	0.0	0.0	1723.0	0.0	1967.0	923.0	53.0	3.0	1548.0	1125.0	1633.0	2512.0	1702.0	159.0	1676.0	771.0	3678.0	524.0	227.0	26.0	0.0	0.0	0.0	0.0	0.0	477.0	240.0	108.0	24.0	0.0	1034.0	3964.0	0.0	17.0	15.0	0.0	0.0	6.0	0.0	0.0	33.0	3789.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f5c38072ff9e9bd30336a830289a09b0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23537.0	0.0	0.0
39c34e2fb7400f6ea7553a1019c87cc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	24094.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91e4f81f386e32cd7df727a8c7d6e1c0	0.0	0.0	0.0	0.0	0.0	0.0	2541.0	78.0	0.0	1460.0	0.0	0.0	0.0	0.0	0.0	0.0	2345.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	15399.0	2479.0	7.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2fdf2f6217c6965cf5dcd1f18e278c99	0.0	4.0	2.0	23062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6350e142bd74ebbc7b104a7b8ab1ca09	47.0	0.0	0.0	11.0	0.0	5.0	1779.0	29.0	62.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	95.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	509.0	13.0	0.0	0.0	210.0	2299.0	2541.0	3328.0	1249.0	1286.0	75.0	1501.0	0.0	85.0	1781.0	1101.0	61.0	107.0	67.0	708.0	299.0	368.0	405.0	62.0	51.0	66.0	10.0	585.0	190.0	111.0	154.0	384.0	536.0	0.0	0.0	258.0	0.0	0.0	0.0	2564.0	123.0	67.0	18.0	0.0	0.0
